id;;geslacht;leeftijd;stance;stance_numeriek;oppervlakte;afstand;richting;G_29aug_blok1;M_29aug_blok1;PI_29aug_blok1;PM_29aug_blok1;G_29aug_blok2;M_29aug_blok2;PI_29aug_blok2;PM_29aug_blok2;G_30aug_blok1;M_30aug_blok1;PI_30aug_blok1;PM_30aug_blok1;G_30aug_blok2;M_30aug_blok2;PI_30aug_blok2;PM_30aug_blok2;G_30aug_blok3;M_30aug_blok3;PI_30aug_blok3;PM_30aug_blok3;G_30aug_blok4;M_30aug_blok4;PI_30aug_blok4;PM_30aug_blok4;G_31aug_blok1;M_31aug_blok1;PI_31aug_blok1;PM_31aug_blok1;G_31aug_blok2;M_31aug_blok2;PI_31aug_blok2;PM_31aug_blok2;G_31aug_blok3;M_31aug_blok3;PI_31aug_blok3;PM_31aug_blok3;G_31aug_blok4;M_31aug_blok4;PI_31aug_blok4;PM_31aug_blok4
3294;;Vrouw;25-44 jaar;Positief;1;10683,75;386,254;Zuidwest;43,92207718;44,80880356;0;0;45,55667114;56,98997879;0;0;58,52982712;72,48537445;7,36;11;57,67166138;67,02358246;0;0;57,97394943;68,26522827;0;0;61,79015732;70,32014465;0;0;55,96643448;82,99443054;0;0;58,24019623;71,58460999;5,52;25;62,04386139;69,94901276;0;0;62,87831879;73,83818817;30,33;56
3315;;;;Geen stance;;457572,721;791,007;Noordoost;42,29892731;46,24782944;0;0;61,57647324;122,8798447;20,74;81;45,84938049;73,17501831;0,16;1;46,61803055;73,87625885;1,19;6;45,57788849;67,67378235;0,08;2;47,89033508;61,69042206;0;0;44,82135391;57,59016037;0;0;47,69836426;67,82516479;0,01;1;49,55437851;68,690979;0,05;2;50,28292847;65,49092102;0,04;1
3320;;Vrouw;45-64 jaar;Positief;1;178,119;632,84;Oost;43,50893402;44,97840881;0;0;57,08906937;68,16545868;0;0;46,41019058;55,44213486;0;0;47,35076904;59,74987793;0;0;46,77391434;57,33650208;0;0;49,36080551;55,58287811;0;0;45,03964233;53,67171097;0;0;46,57418823;64,24978638;0;0;48,197258;57,64221954;0;0;48,33342361;55,53680038;0;0
3323;;Man;45-64 jaar;Negatief;-1;25039,277;536,2;Zuidwest;43,85113525;44,66866302;0;0;45,49369431;55,85325241;0;0;57,11365891;70,0375824;2,57;5;56,61087036;65,70726776;0,05;5;56,87068176;66,72457123;0,38;4;60,75416183;68,78707123;4,4;35;55,22693253;76,80883789;0;0;57,29600143;70,36906433;2,07;18;61,11393356;68,42810059;12,01;48;61,98622513;70,58495331;12,89;44
3336;;Man;45-64 jaar;Positief;1;14488,049;598,452;Noordoost;41,5554924;43,06176376;0;0;70,84989166;122,7968674;5,72;81;45,47270584;65,94371796;0,05;1;46,22396851;70,21617889;0,11;5;44,49559784;60,68592453;0;0;46,64461899;57,9940567;0;0;44,84727097;55,60643005;0;0;48,75181961;66,08163452;0,05;1;50,67035675;66,88047791;0,03;1;52,0229454;63,46681213;0;0
3338;;Vrouw;45-64 jaar;Niet blootgesteld;;71914,633;214,626;West;44,49144745;47,87262344;0;0;47,05599213;73,06880188;0,37;17;62,94042587;84,72071838;47,22;36;57,61886215;76,08136749;49,49;188;57,25584412;75,36497498;51,02;93;61,30322266;97,46418762;82,69;118;61,28458786;113,8776855;27,73;38;56,62620926;78,70586395;36,31;91;60,08033752;77,55982208;56,93;77;60,93283463;79,14308929;72,98;68
3341;;Vrouw;65+;Negatief;-1;1270,357;268,842;Noordoost;41,38539886;44,96649933;0;0;41,45294952;64,05476379;0;0;43,68823242;70,4743042;0;0;43,49144363;59,84976196;0;0;43,39562988;59,25606537;0;0;44,58444214;62,2158432;0;0;42,29599762;57,27356339;0;0;47,76475525;66,87838745;0;0;49,73086166;63,76101685;0;0;50,74033356;65,83380127;0;0
3343;;Vrouw;25-44 jaar;Neutraal;0;2258,119;302,991;West;44,45262146;47,4044342;0;0;47,87424469;70,10073853;0;0;59,2252388;74,04359436;8,7;19;54,56755829;73,83734131;1,3;53;54,00465775;72,79886627;0,88;19;57,65706253;72,31387329;2,57;50;55,54958725;71,66191864;0,72;14;52,77468491;73,78843689;0,24;7;56,3023262;68,35926056;0,06;4;57,0470314;68,04243469;0,09;3
3344;;Man;45-64 jaar;Niet blootgesteld;;109,856;215,006;Zuidwest;44,44004059;45,99671555;0;0;46,12816238;59,81492233;0;0;63,90085602;77,14201355;0;0;58,28155518;71,08299255;0;0;57,92547226;68,2529068;0;0;62,37911224;75,90093231;0;0;76,02469635;109,6165619;0;0;57,91628265;69,80767059;3,78;27;61,60276413;68,80240631;17,25;71;62,52632141;69,68280792;0;0
3352;;Man;65+;Geen stance;;2120,129;533,135;Noordoost;42,08307266;43,54851151;0;0;51,07581711;87,05600739;0;0;47,1837616;70,62055206;0;0;47,20757675;71,49629974;0;0;43,34525681;61,59705353;0;0;45,08018112;60,83126068;0;0;44,48191452;53,69573975;0;0;47,91427612;64,51847076;0;0;50,01106262;59,46413803;0;0;50,96593094;60,84542084;0;0
3353;;Vrouw;45-64 jaar;Positief;1;712,483;165,831;Noord;41,59969711;43,16644287;0;0;42,71245193;56,57863235;0;0;54,66439819;74,79534149;1;5;55,08450317;66,91678619;0,05;4;55,07183456;67,84770966;0,42;6;58,69690323;70,34143829;3,58;26;52,84755707;64,07941437;0;0;57,3530426;74,17649841;2,9;29;60,00074768;69,59383392;10,38;49;61,70324326;74,2700882;23,17;45
3354;;Man;65+;Positief;1;11009,061;165,715;Zuid;44,3770256;47,09677505;0;0;47,12863159;73,69094086;0,39;16;68,19502258;90,70384979;0;0;62,24900055;81,33003235;0;0;62,66767502;81,64832306;0;0;66,41986084;97,44930267;0;0;59,59729385;84,67543793;0;0;62,07233429;83,78329468;0;0;66,061203;83,6233902;0;0;66,98563385;99,78936768;0;0
3355;;Man;15-24 jaar;Negatief;-1;864,738;156,808;Zuid;45,41737366;46,50444031;0;0;48,08207321;70,28089142;0,19;10;69,97814941;82,87876129;32,53;44;63,8418045;74,85580444;36,21;142;63,78194046;74,99943542;28,83;76;67,33422089;77,5386734;66,71;52;59,16606903;75,7951889;9,24;40;63,48113251;76,35704803;21,77;108;66,36048126;75,69954681;44,63;47;68,22990417;99,25388336;52,75;58
3356;;Vrouw;25-44 jaar;Negatief;-1;815157,662;280,803;Zuidwest;43,63533401;49,48813248;0;0;45,76960373;73,69094086;0,4;17;59,29612732;96,69158173;100;52;56,91408539;102,0819778;100;188;57,38660431;103,7735214;100;105;60,85689163;101,4781799;93,91;118;55,99749374;113,8776855;100;53;57,2627182;102,4591599;100;126;61,2243576;111,7148514;100;77;62,03050613;113,9989929;100;83
3365;;;;Geen stance;;719381,47;428,26;Noordoost;42,12598419;51,18530273;0;0;48,56999969;122,8798447;20,69;81;50,29046631;96,69158173;100;52;50,28873444;102,0819778;100;180;50,00664902;103,7735214;100;105;52,53388214;101,4781799;93,91;115;49,59790039;94,65531921;100;53;53,39836121;102,4591599;100;115;55,80466843;111,7148514;100;77;56,87405777;113,9989929;100;68
3366;;Vrouw;25-44 jaar;Geen stance;;213,019;326,102;Zuidwest;44,02568054;44,79400635;0;0;45,64109421;57,20347977;0;0;59,75524139;72,70607758;7,75;10;58,51065063;67,07381439;0,57;22;58,79296112;68,43985748;2,9;22;62,57150269;70,36914825;15,81;44;56,60731125;81,30696869;0,33;4;58,9638443;71,7182312;5,91;29;62,70407104;70,1178894;25,36;61;63,53409958;74,01158142;32,21;51
3367;;Man;45-64 jaar;Positief;1;2081,386;597,736;Noordoost;41,35932541;42,71563721;0;0;66,91020203;110,2000656;0;0;45,0217247;60,23594666;0;0;45,81916809;61,72739029;0;0;44,92870712;62,67826843;0;0;47,00330353;55,81860352;0;0;44,95477676;55,47726059;0;0;49,00971222;65,99206543;0,05;1;50,89340591;66,5459137;0,03;1;52,33699799;63,11299133;0;0
3376;;Man;45-64 jaar;Positief;1;3290,089;369,555;Zuidwest;43,97756958;44,91822815;0;0;45,55164337;56,63106537;0;0;58,62269974;72,42012024;6,91;11;57,50817871;67,17679596;0,48;19;57,70505524;67,81277466;1,57;17;61,58732986;70,44766998;11,45;47;56,70397568;85,80185699;0,42;4;58,01648331;71,14354706;4,71;24;61,7863121;69,47167969;20,75;54;62,64758682;72,28926086;25,68;56
3377;;Vrouw;25-44 jaar;Positief;1;137,049;729,291;Noordoost;41,94204712;43,02138519;0;0;73,35752106;110,1120605;3,4;51;45,49162292;60,48280334;0;0;46,43850708;62,83409119;0;0;46,11316681;59,58992386;0;0;48,71161652;56,1871376;0;0;;;;;;;;;;;;;;;;
3380;;Zeg ik liever niet;65+;Negatief;-1;208,459;184,85;Zuid;45,11130142;45,87623215;0;0;47,26005936;65,47406006;0,01;1;67,14715576;79,63392639;26,3;41;63,05086136;72,13022614;30,57;146;63,02261353;73,05463409;24,81;67;66,5279541;74,59736633;60,83;65;58,73703766;73,80006409;3,47;32;62,87051773;74,53878784;19,5;77;65,91665649;74,05309296;43,86;45;66,89437103;80,81926727;51,92;44
3383;;;;Geen stance;;404480,605;822,208;West;44,03495407;46,57679367;0;0;46,38750076;65,33535004;0,01;1;55,36818314;70,78742218;1,96;10;54,01283646;70,65370941;0,69;29;53,65632248;68,95269775;0,32;7;57,58358002;68,9574585;1,75;32;53,7245369;65,931633;0,14;4;53,64284134;70,14331055;0,22;5;57,29628372;65,43935394;0,03;1;58,24274063;65,71629333;0,25;4
3384;;Man;25-44 jaar;Positief;1;1162,599;705,932;Noordoost;41,8459053;42,99157333;0;0;73,24365234;112,5818405;3,81;58;45,45940781;61,37496948;0;0;46,38998413;63,93776321;0;0;45,97021484;59,58957291;0;0;48,49476624;56,27932739;0;0;;;;;;;;;;;;;;;;
3388;;Vrouw;15-24 jaar;Positief;1;184295,348;268,89;Zuid;43,55436707;47,81907272;0;0;46,54608917;73,69094086;0;0;64,33094025;96,69158173;0;0;60,26226807;102,0819778;0;0;61,11352158;103,7735214;0;0;64,6118927;101,4781799;0;0;57,62796021;108,9069595;0;0;60,1216011;102,4591599;0;0;64,97318268;111,7148514;0;0;65,11334229;103,1501617;0;0
3389;;Man;45-64 jaar;Negatief;-1;319,68;229,085;Zuidwest;44,58273697;45,43458557;0;0;46,30595016;61,37551498;0;0;64,11742401;77,39583588;20,61;22;61,29486084;70,00192261;17,46;161;61,39590836;71,24038696;16,09;62;65,04168701;73,20683289;45,82;78;58,26128769;83,03244019;0;0;61,37042236;73,47445679;15,01;63;64,73319244;72,42902374;41,27;43;65,62253571;77,33798981;49,52;36
3399;;Man;25-44 jaar;Positief;1;17456,945;235,912;Noordoost;39,42731094;42,85061264;0;0;42,18094254;61,85633469;0;0;48,13933563;75,01423645;0;0;48,00023651;66,13726807;0;0;47,38687134;66,44348145;0;0;49,84878159;68,84127808;0;0;46,2530098;63,55241394;0;0;51,84532928;73,12010193;0;0;53,03792191;68,3030777;0;0;54,75789261;74,49564362;0;0
3403;;Vrouw;45-64 jaar;Negatief;-1;83,759;166,372;Zuid;45,46414185;46,20762253;0;0;48,02717972;67,97512054;0;0;68,99113464;81,05075836;0;0;63,79788208;73,59822845;0;0;63,67709732;73,88513947;0;0;67,09801483;75,28285217;0;0;59,30818176;73,98569489;0;0;63,49617767;75,62372589;0;0;66,33786774;75,00801849;0;0;67,37385559;83,30902863;0;0
3408;;Man;65+;Positief;1;32227,141;374,894;Oost;43,07413101;50,33834457;0;0;45,15865326;72,4781189;0,32;9;44,69129562;73,17501831;0,16;1;45,14208984;73,87625885;0,19;6;43,70354843;75,34856415;0,22;3;45,12517166;63,22380447;0;0;43,67924881;70,52239227;0,08;3;47,70288849;73,09172058;0,22;10;49,92466354;68,35709381;0,24;8;50,47810364;66,86907959;0,21;3
3413;;Vrouw;65+;Positief;1;340,974;289,442;West;44,48221588;47,222435;0;0;48,0263443;68,92984772;0;0;59,65567398;73,88534546;8,49;18;54,57663727;73,26049042;1,24;51;53,99672699;71,99578094;0,8;18;57,62518692;71,15267944;2,51;47;55,72548676;69,77327728;0,67;12;52,66222;72,62419891;0,24;6;56,16458893;67,69764709;0,05;3;56,90157318;67,03005981;0,09;3
